Rank,Year
8567,2008.0
8568,2003.0
8569,2006.0
8570,2005.0
8571,2009.0
8572,2009.0
8573,2010.0
8574,2014.0
8575,2008.0
8576,2009.0
8577,1991.0
8578,2011.0
8579,2011.0
8580,2011.0
8581,2001.0
8582,1997.0
8583,1998.0
8584,1999.0
8585,2001.0
8586,2001.0
8587,2000.0
8588,2000.0
8589,1999.0
8590,2000.0
8591,1999.0
8592,1998.0
8593,1999.0
8594,1996.0
8595,2006.0
8596,2009.0
8597,2010.0
8598,2006.0
8599,2006.0
8600,2014.0
8601,2008.0
8602,2003.0
8603,2009.0
8604,2006.0
8605,2004.0
8606,2007.0
8607,2006.0
8608,2010.0
8609,2011.0
8610,2008.0
8611,2008.0
8612,2013.0
8613,2010.0
8614,2011.0
8615,2009.0
8616,2004.0
8617,2007.0
8618,2011.0
8619,1992.0
8620,2010.0
8621,2011.0
8623,2005.0
8624,2009.0
8625,2006.0
8626,2006.0
8627,1995.0
8628,2008.0
8629,2013.0
8630,2000.0
8631,2008.0
8632,2012.0
8633,2012.0
8634,2014.0
8635,2000.0
8636,1998.0
8637,2007.0
8638,2010.0
8639,2013.0
8640,2001.0
8641,1994.0
8642,2008.0
8643,2003.0
8644,1999.0
8645,2011.0
8646,2001.0
8647,2009.0
8648,2012.0
8649,2010.0
8650,2011.0
8651,2007.0
8652,2009.0
8653,2011.0
8654,2010.0
8655,2007.0
8656,2011.0
8657,2005.0
8658,2012.0
8659,2016.0
8660,1998.0
8661,2009.0
8662,1996.0
8663,2010.0
8664,1996.0
8665,2004.0
8666,2007.0
8667,2010.0
8668,2007.0
8669,1995.0
8670,2008.0
8671,2003.0
8672,2006.0
8673,2013.0
8674,2010.0
8675,2014.0
8676,2009.0
8677,2010.0
8678,2015.0
8679,2011.0
8680,2012.0
8681,2012.0
8682,2010.0
8683,2012.0
8684,2001.0
8685,2005.0
8686,1996.0
8687,2005.0
8688,2002.0
8689,2007.0
8690,2004.0
8691,2010.0
8692,2005.0
8693,2003.0
8694,2014.0
8695,2011.0
8696,2007.0
8697,2008.0
8698,2012.0
8699,1996.0
8700,2012.0
8701,2010.0
8702,2011.0
8703,2009.0
8704,2009.0
8705,2008.0
8706,2011.0
8707,2005.0
8708,2010.0
8710,2002.0
8711,2007.0
8712,2013.0
8713,2000.0
8714,1996.0
8715,2011.0
8716,2010.0
8717,2002.0
8718,1999.0
8719,1996.0
8720,1997.0
8721,2007.0
8722,2011.0
8723,2003.0
8724,1998.0
8725,2005.0
8726,2001.0
8727,2011.0
8728,2011.0
8729,2003.0
8730,2009.0
8731,2011.0
8732,2010.0
8733,2006.0
8734,2001.0
8735,2008.0
8736,2009.0
8737,2008.0
8738,2003.0
8739,2001.0
8740,2007.0
8741,2007.0
8742,2004.0
8743,2004.0
8744,2009.0
8745,2009.0
8746,2006.0
8747,2005.0
8748,2012.0
8749,2014.0
8750,2002.0
8751,2003.0
8752,2001.0
8753,2016.0
8754,2009.0
8755,2014.0
8756,2005.0
8757,2009.0
8758,1999.0
8759,1989.0
8760,1982.0
8761,1996.0
8763,2006.0
8764,2011.0
8765,2004.0
8766,2010.0
8767,2014.0
8768,2009.0
8769,2005.0
8770,2015.0
8771,2002.0
8772,2005.0
8773,2009.0
8774,2005.0
8775,1998.0
8776,2007.0
8777,2006.0
8778,2005.0
8779,2000.0
8780,2004.0
8781,2007.0
8782,2009.0
8783,2004.0
8784,2008.0
8785,2011.0
8786,2006.0
8787,2009.0
8788,2007.0
8789,2009.0
8790,2010.0
8791,1997.0
8792,2013.0
8793,2003.0
8794,2005.0
8795,2010.0
8796,2009.0
8797,2009.0
8798,2010.0
8799,2008.0
8800,2005.0
8801,2015.0
8802,2010.0
8803,2012.0
8804,2000.0
8805,2010.0
8806,2011.0
8807,2007.0
8808,2006.0
8809,2010.0
8810,2012.0
8811,1997.0
8812,1996.0
8813,2014.0
8814,2003.0
8815,2008.0
8816,2003.0
8817,2003.0
8818,2002.0
8819,1997.0
8820,2005.0
8821,2005.0
8822,2010.0
8823,2007.0
8824,2011.0
8825,2011.0
8826,2006.0
8827,2011.0
8828,2001.0
8829,2010.0
8830,2004.0
8831,2007.0
8832,2007.0
8833,2004.0
8834,2005.0
8835,2013.0
8836,1991.0
8837,2001.0
8838,2013.0
8839,2007.0
8840,2007.0
8841,2012.0
8842,2008.0
8843,2008.0
8844,2005.0
8845,2015.0
8846,2011.0
8847,2013.0
8848,2015.0
8849,2014.0
8850,2004.0
8851,2001.0
8852,2014.0
8853,2002.0
8854,1995.0
8855,2010.0
8856,2014.0
8857,2011.0
8858,2015.0
8859,2005.0
8860,2008.0
8861,2008.0
8862,2016.0
8863,2001.0
8864,2000.0
8865,1997.0
8866,1997.0
8867,2015.0
8868,2002.0
8869,2009.0
8870,2009.0
8871,1998.0
8872,2002.0
8873,2003.0
8874,2016.0
8875,2008.0
8876,2011.0
8877,1995.0
8878,2008.0
8879,2004.0
8880,2007.0
8881,2007.0
8882,2006.0
8883,2009.0
8884,2001.0
8885,2006.0
8886,2005.0
8887,2007.0
8888,2009.0
8889,1998.0
8890,2002.0
8891,2004.0
8892,1999.0
8893,2013.0
8894,2011.0
8895,2015.0
8896,2005.0
8897,2006.0
8898,2004.0
8899,2008.0
8900,2005.0
8902,1998.0
8903,2009.0
8904,2002.0
8905,2008.0
8906,1997.0
8907,2004.0
8908,2014.0
8909,2008.0
8910,1993.0
8911,2011.0
8912,2006.0
8913,2000.0
8914,2005.0
8915,2006.0
8916,2008.0
8917,2008.0
8918,2001.0
8919,2008.0
8920,2005.0
8921,2003.0
8922,2005.0
8923,2005.0
8924,2011.0
8925,2009.0
8926,2005.0
8927,2014.0
8928,2009.0
8929,2003.0
8930,2012.0
8932,2007.0
8933,2011.0
8934,2008.0
8935,2004.0
8936,2009.0
8937,2005.0
8938,2001.0
8939,2014.0
8940,2011.0
8941,2000.0
8942,1997.0
8943,1999.0
8944,2004.0
8945,2000.0
8946,2005.0
8947,2014.0
8948,2013.0
8949,2016.0
8950,2006.0
8951,2009.0
8952,2004.0
8953,2012.0
8954,2011.0
8955,2003.0
8956,2012.0
8957,1996.0
8958,2007.0
8959,2005.0
8960,1999.0
8961,2008.0
8962,2014.0
8963,2010.0
8964,2011.0
8965,2011.0
8966,2010.0
8967,2010.0
8968,1997.0
8969,2005.0
8970,2003.0
8971,2001.0
8972,2010.0
8973,2001.0
8974,2010.0
8975,2013.0
8976,2001.0
8977,2011.0
8978,2008.0
8979,2002.0
8980,2009.0
8981,2004.0
8982,1995.0
8983,2005.0
8984,2003.0
8985,2007.0
8986,2010.0
8987,2010.0
8988,2004.0
8989,1995.0
8990,2013.0
8991,2013.0
8992,2004.0
8993,2008.0
8994,2002.0
8995,2007.0
8996,2003.0
8997,2010.0
8998,2005.0
8999,2006.0
9000,2007.0
9001,2002.0
9002,2006.0
9003,2014.0
9004,2002.0
9005,2005.0
9006,1994.0
9007,2009.0
9008,2001.0
9009,2014.0
9010,2013.0
9011,2014.0
9012,1997.0
9013,2009.0
9014,2007.0
9015,2000.0
9016,1994.0
9017,2003.0
9018,2001.0
9019,1998.0
9020,2011.0
9021,2010.0
9022,2009.0
9023,2010.0
9024,2009.0
9025,2005.0
9026,2010.0
9027,2007.0
9028,2009.0
9029,2001.0
9030,2008.0
9031,2011.0
9032,2008.0
9033,1997.0
9034,2015.0
9035,2001.0
9036,2009.0
9037,2010.0
9038,2009.0
9039,2015.0
9040,1996.0
9041,2006.0
9042,2006.0
9043,2004.0
9044,2011.0
9045,2006.0
9046,2004.0
9047,2006.0
9048,2009.0
9049,2001.0
9050,2011.0
9051,2010.0
9052,2002.0
9053,2005.0
9054,2001.0
9055,2003.0
9056,2008.0
9057,2000.0
9058,2008.0
9059,2002.0
9060,1997.0
9061,2006.0
9062,2004.0
9063,2011.0
9064,2007.0
9065,2008.0
9066,2007.0
9067,2010.0
9068,2011.0
9069,1998.0
9070,2001.0
9071,2008.0
9072,2011.0
9073,2012.0
9074,2004.0
9075,2009.0
9076,2010.0
9077,2003.0
9078,2003.0
9079,2005.0
9080,2002.0
9081,2008.0
9082,2010.0
9084,2004.0
9085,2007.0
9086,2008.0
9087,2001.0
9088,2014.0
9089,2010.0
9090,2001.0
9091,2001.0
9092,2009.0
9093,2004.0
9094,2012.0
9095,2000.0
9096,2006.0
9097,1998.0
9098,2006.0
9099,1997.0
9100,2008.0
9101,2005.0
9102,2004.0
9103,2009.0
9104,2002.0
9105,2015.0
9106,2002.0
9107,2001.0
9108,1982.0
9109,2000.0
9110,2009.0
9111,2008.0
9112,2002.0
9113,2006.0
9114,2014.0
9115,2004.0
9116,2007.0
9117,2003.0
9118,2009.0
9119,2007.0
9120,2007.0
9121,2002.0
9122,2003.0
9123,2009.0
9124,1998.0
9125,2005.0
9126,2000.0
9127,1998.0
9128,2012.0
9129,2008.0
9130,2002.0
9131,2011.0
9132,1997.0
9133,2008.0
9134,2007.0
9135,1997.0
9136,2004.0
9137,2007.0
9138,2015.0
9139,2008.0
9140,2005.0
9141,2009.0
9142,2005.0
9143,2004.0
9144,2011.0
9145,2010.0
9146,2012.0
9147,2011.0
9148,2001.0
9149,2008.0
9150,1997.0
9151,2009.0
9152,2007.0
9154,1999.0
9155,1999.0
9156,2002.0
9157,1998.0
9158,1999.0
9159,2013.0
9160,2008.0
9161,2010.0
9162,2002.0
9163,2010.0
9164,1995.0
9165,2006.0
9166,2000.0
9167,2009.0
9168,1997.0
9169,2002.0
9170,2009.0
9171,1997.0
9172,2011.0
9174,2007.0
9175,2005.0
9176,2002.0
9177,2004.0
9178,2012.0
9179,2006.0
9180,2002.0
9181,1999.0
9182,2003.0
9183,1997.0
9184,2009.0
9185,2010.0
9186,2015.0
9187,1996.0
9188,2005.0
9189,2005.0
9190,2005.0
9191,2002.0
9192,1996.0
9193,2014.0
9194,2003.0
9195,2008.0
9196,2011.0
9197,2002.0
9198,1993.0
9199,2014.0
9200,2006.0
9201,2012.0
9202,2010.0
9203,2011.0
9204,2001.0
9205,2011.0
9206,2005.0
9207,2010.0
9208,2012.0
9209,1995.0
9210,2011.0
9211,2007.0
9212,2012.0
9213,2012.0
9214,2006.0
9215,2011.0
9216,2007.0
9217,1996.0
9218,2008.0
9219,2002.0
9220,2002.0
9221,2007.0
9222,2001.0
9223,1999.0
9224,2007.0
9225,1995.0
9226,1998.0
9227,2014.0
9228,2012.0
9229,2009.0
9230,2005.0
9231,2010.0
9232,2015.0
9233,2011.0
9234,2004.0
9235,2005.0
9236,2002.0
9237,2006.0
9238,2002.0
9239,2009.0
9240,2006.0
9241,2006.0
9242,2010.0
9243,1995.0
9244,2011.0
9245,2015.0
9246,2006.0
9247,2010.0
9248,2002.0
9249,2009.0
9250,2010.0
9251,2007.0
9252,2016.0
9254,2005.0
9255,2010.0
9256,2011.0
9257,2006.0
9258,1995.0
9259,1995.0
9260,2008.0
9261,2002.0
9262,2006.0
9263,2015.0
9264,2008.0
9265,2009.0
9266,2014.0
9267,2010.0
9268,2004.0
9269,2007.0
9270,2010.0
9271,2007.0
9272,2009.0
9273,2013.0
9274,2011.0
9275,2011.0
9276,2006.0
9277,1998.0
9278,2009.0
9279,2008.0
9280,2002.0
9281,2009.0
9282,2006.0
9283,2008.0
9284,2009.0
9285,2008.0
9286,2006.0
9287,2006.0
9288,2004.0
9289,2003.0
9290,2014.0
9291,2010.0
9292,2009.0
9293,2003.0
9294,2014.0
9295,2001.0
9296,1997.0
9297,2010.0
9298,2008.0
9299,2003.0
9300,2010.0
9301,2002.0
9302,2001.0
9303,2006.0
9304,2006.0
9305,1998.0
9306,2015.0
9307,2012.0
9308,2010.0
9309,2005.0
9310,2001.0
9311,1996.0
9313,2011.0
9314,2010.0
9315,2014.0
9316,2011.0
9317,2004.0
9318,2011.0
9319,2010.0
9320,2008.0
9321,2002.0
9322,2004.0
9323,2011.0
9324,2009.0
9325,2003.0
9326,2002.0
9327,2011.0
9328,2012.0
9329,2008.0
9330,2008.0
9331,2009.0
9332,2008.0
9333,2003.0
9334,2010.0
9335,2001.0
9336,2003.0
9337,2003.0
9338,2010.0
9339,2012.0
9340,1998.0
9341,2001.0
9342,2008.0
9343,2008.0
9344,2007.0
9345,2008.0
9346,2002.0
9347,2009.0
9348,2004.0
9349,2011.0
9350,2005.0
9351,2004.0
9352,2006.0
9353,2002.0
9354,2012.0
9355,2002.0
9356,2005.0
9357,2005.0
9358,2008.0
9359,2009.0
9360,2008.0
9361,2009.0
9362,2015.0
9363,2013.0
9364,2005.0
9365,2010.0
9366,2011.0
9367,1995.0
9368,2005.0
9369,2004.0
9370,2011.0
9371,2015.0
9372,2012.0
9373,2015.0
9374,2012.0
9375,2005.0
9376,2005.0
9377,2007.0
9378,1997.0
9379,2006.0
9380,2009.0
9381,2007.0
9382,2010.0
9383,2009.0
9384,2008.0
9385,2000.0
9386,2011.0
9387,2008.0
9388,2008.0
9389,2010.0
9390,2005.0
9391,2012.0
9392,2003.0
9393,2001.0
9395,2015.0
9396,2011.0
9397,1998.0
9398,2008.0
9399,2001.0
9400,2008.0
9401,2004.0
9402,2006.0
9403,2007.0
9404,2002.0
9405,2010.0
9406,2010.0
9407,2000.0
9408,2014.0
9409,2002.0
9410,2000.0
9411,2009.0
9412,2009.0
9413,2015.0
9414,1997.0
9415,2011.0
9416,2012.0
9417,2004.0
9418,2006.0
9419,2015.0
9420,2012.0
9421,2006.0
9422,1997.0
9423,2008.0
9424,2001.0
9425,2006.0
9426,2010.0
9427,2009.0
9428,2002.0
9429,2002.0
9430,2015.0
9431,2011.0
9432,2004.0
9433,2008.0
9434,1998.0
9435,2010.0
9436,2007.0
9437,2005.0
9438,2004.0
9439,2009.0
9440,2016.0
9441,2010.0
9442,2009.0
9443,2010.0
9444,1992.0
9445,2005.0
9446,2009.0
9447,2011.0
9448,2009.0
9449,2000.0
9450,2014.0
9451,2007.0
9452,2013.0
9453,2012.0
9454,1998.0
9455,2001.0
9456,2008.0
9457,2003.0
9458,2010.0
9459,2014.0
9460,2001.0
9461,2007.0
9462,1995.0
9463,1993.0
9464,2012.0
9465,2009.0
9466,2005.0
9467,2011.0
9468,2008.0
9469,2011.0
9470,1995.0
9471,2008.0
9472,2010.0
9473,2015.0
9474,2006.0
9475,2014.0
9476,2005.0
9478,2011.0
9479,2005.0
9480,2007.0
9481,2000.0
9482,1999.0
9483,1999.0
9484,2012.0
9485,2006.0
9486,2011.0
9487,2002.0
9488,2006.0
9489,2009.0
9490,2010.0
9491,2010.0
9492,2002.0
9493,2009.0
9494,2008.0
9495,1997.0
9496,2011.0
9497,1981.0
9498,2005.0
9499,2007.0
9500,2002.0
9501,2003.0
9502,2006.0
9503,2003.0
9504,2013.0
9505,2011.0
9506,2004.0
9507,2005.0
9508,2011.0
9509,2003.0
9510,1996.0
9511,2003.0
9512,1997.0
9513,2015.0
9514,2006.0
9515,2003.0
9516,2011.0
9517,2010.0
9518,2002.0
9519,2010.0
9520,2008.0
9521,2006.0
9522,2011.0
9523,2010.0
9525,2010.0
9526,2002.0
9527,2009.0
9528,2008.0
9529,2003.0
9530,2006.0
9531,2007.0
9532,2010.0
9533,2006.0
9534,2010.0
9535,2008.0
9536,2011.0
9537,2007.0
9538,1995.0
9539,2007.0
9540,2016.0
9541,2010.0
9542,2011.0
9543,2004.0
9544,2007.0
9545,2008.0
9546,2011.0
9547,2005.0
9548,1995.0
9549,2010.0
9550,2004.0
9551,2010.0
9552,2004.0
9553,2001.0
9554,2003.0
9555,2010.0
9556,2008.0
9557,2000.0
9558,2013.0
9559,2008.0
9560,2002.0
9561,2008.0
9562,2010.0
9563,1992.0
9564,2003.0
9565,2010.0
9566,2007.0
9567,2008.0
9568,2001.0
9569,2004.0
9570,2015.0
9571,2015.0
9572,2008.0
9573,2005.0
9574,2007.0
9575,1998.0
9576,2011.0
9577,2005.0
9578,2015.0
9579,2008.0
9580,2001.0
9581,2002.0
9582,2003.0
9583,2015.0
9584,2006.0
9585,2004.0
9586,2005.0
9587,1999.0
9588,2006.0
9589,2002.0
9590,2002.0
9591,2008.0
9592,2002.0
9593,2013.0
9594,2011.0
9595,2004.0
9596,2011.0
9597,2001.0
9598,2008.0
9599,2008.0
9600,2011.0
9601,2008.0
9602,2009.0
9603,2005.0
9604,2009.0
9605,2011.0
9606,2011.0
9607,1995.0
9608,1996.0
9609,2013.0
9610,2008.0
9611,2002.0
9612,2001.0
9613,2002.0
9614,2002.0
9615,2007.0
9616,2011.0
9617,2010.0
9618,2008.0
9619,2013.0
9620,1997.0
9621,1998.0
9622,2009.0
9623,2002.0
9624,2008.0
9625,2011.0
9626,2009.0
9627,2007.0
9628,2008.0
9629,2013.0
9630,2008.0
9631,2013.0
9632,2011.0
9633,2006.0
9634,2014.0
9635,2011.0
9636,2005.0
9637,2003.0
9638,2009.0
9639,2014.0
9640,2014.0
9641,2006.0
9642,1995.0
9643,2008.0
9644,2010.0
9645,2002.0
9646,2004.0
9647,2009.0
9648,2016.0
9649,2002.0
9650,2010.0
9651,2003.0
9652,2009.0
9653,2008.0
9654,2011.0
9655,2011.0
9656,2002.0
9657,2007.0
9658,1997.0
9659,2007.0
9660,2003.0
9661,1997.0
9662,2012.0
9663,2008.0
9664,2000.0
9665,2009.0
9666,2012.0
9667,2001.0
9668,1998.0
9670,2009.0
9671,1995.0
9672,2006.0
9673,2006.0
9674,2001.0
9675,1996.0
9676,2008.0
9677,2010.0
9678,2012.0
9679,2004.0
9680,2007.0
9681,2011.0
9682,2016.0
9683,2003.0
9684,1997.0
9685,2012.0
9686,2007.0
9687,2007.0
9688,2006.0
9689,1998.0
9690,2006.0
9691,2008.0
9692,2002.0
9693,2011.0
9695,1996.0
9696,2011.0
9697,2002.0
9698,2006.0
9699,2009.0
9700,1999.0
9701,2004.0
9702,2016.0
9703,2008.0
9704,2001.0
9705,2010.0
9706,2013.0
9707,2002.0
9708,2002.0
9709,2010.0
9710,2009.0
9711,1998.0
9712,2009.0
9713,2016.0
9714,2006.0
9715,2013.0
9716,2010.0
9717,2000.0
9718,1997.0
9719,1994.0
9720,2008.0
9721,2010.0
9722,2011.0
9723,2008.0
9724,2008.0
9725,2007.0
9726,2013.0
9727,1998.0
9728,2009.0
9729,2015.0
9730,2004.0
9731,2003.0
9732,2005.0
9733,2006.0
9734,2008.0
9735,1998.0
9736,2014.0
9737,2014.0
9738,2006.0
9739,2012.0
9740,1997.0
9741,2005.0
9742,2009.0
9743,2013.0
9745,2005.0
9746,2005.0
9747,2007.0
9748,2014.0
9749,2011.0
9750,2008.0
9752,2007.0
9753,1996.0
9754,2009.0
9755,2010.0
9756,2015.0
9757,2003.0
9758,1996.0
9759,2008.0
9760,2003.0
9761,2011.0
9762,2011.0
9763,2010.0
9764,2009.0
9765,2006.0
9766,2008.0
9767,1995.0
9768,2002.0
9769,2004.0
9770,2014.0
9772,2006.0
9773,2012.0
9774,2005.0
9775,2007.0
9776,2010.0
9777,2009.0
9778,2009.0
9779,2008.0
9780,2013.0
9781,2010.0
9782,2015.0
9783,2010.0
9784,2010.0
9785,2009.0
9786,2011.0
9787,2001.0
9788,2005.0
9789,2011.0
9790,2003.0
9791,2008.0
9792,2009.0
9793,2007.0
9794,2008.0
9795,2009.0
9796,2004.0
9797,2006.0
9798,1992.0
9799,2014.0
9800,2001.0
9801,2010.0
9802,1999.0
9803,2013.0
9804,2010.0
9805,2007.0
9806,2003.0
9807,2011.0
9808,2000.0
9809,2004.0
9810,2011.0
9811,2008.0
9812,2010.0
9813,2016.0
9814,2008.0
9815,2010.0
9816,2008.0
9818,2000.0
9819,1999.0
9820,1999.0
9821,1999.0
9824,2013.0
9825,2007.0
9826,2002.0
9827,2008.0
9828,2008.0
9829,2008.0
9830,2006.0
9831,2008.0
9832,2011.0
9833,2005.0
9834,2006.0
9835,2009.0
9836,2007.0
9837,2007.0
9838,2011.0
9839,2011.0
9840,2009.0
9841,2013.0
9843,2000.0
9844,2001.0
9845,1996.0
9846,1994.0
9847,2010.0
9848,2003.0
9849,2008.0
9850,2005.0
9851,2004.0
9852,2005.0
9853,2003.0
9854,2010.0
9855,2010.0
9856,2008.0
9857,2003.0
9858,2001.0
9859,2008.0
9860,2006.0
9861,2005.0
9862,2011.0
9863,2010.0
9864,2005.0
9865,2006.0
9866,2009.0
9867,2001.0
9868,2010.0
9869,2014.0
9871,2010.0
9872,2011.0
9873,2010.0
9874,2005.0
9875,2003.0
9876,2008.0
9877,2003.0
9878,1998.0
9879,2002.0
9880,2016.0
9881,2010.0
9882,2011.0
9883,2005.0
9884,2010.0
9885,2013.0
9886,2002.0
9887,2013.0
9888,1996.0
9889,2005.0
9890,2003.0
9891,2013.0
9892,2014.0
9893,2007.0
9894,2014.0
9895,2011.0
9896,2011.0
9897,2005.0
9898,2011.0
9899,2007.0
9900,2016.0
9901,1994.0
9902,2016.0
9903,2002.0
9904,2014.0
9905,2011.0
9906,2016.0
9907,2015.0
9908,2009.0
9909,2002.0
9910,2010.0
9911,2016.0
9912,2014.0
9913,2007.0
9914,1998.0
9915,2008.0
9916,2004.0
9917,2010.0
9918,2015.0
9919,2008.0
9920,2015.0
9921,1994.0
9922,2001.0
9923,2011.0
9924,2016.0
9925,2008.0
9926,2014.0
9927,2013.0
9928,2009.0
9929,2009.0
9930,2011.0
9931,1993.0
9932,2005.0
9933,2011.0
9934,2000.0
9935,2002.0
9936,2002.0
9937,2009.0
9938,2014.0
9939,2001.0
9940,2003.0
9941,2008.0
9942,2012.0
9943,2004.0
9944,2010.0
9945,2010.0
9946,2014.0
9947,2003.0
9948,2010.0
9949,1997.0
9950,2007.0
9951,2005.0
9952,2011.0
9953,2011.0
9954,2008.0
9955,2011.0
9956,2009.0
9957,2007.0
9958,2014.0
9959,2015.0
9960,1991.0
9961,1996.0
9962,2007.0
9963,2005.0
9964,1998.0
9965,1996.0
9966,1998.0
9967,2011.0
9968,2001.0
9969,2014.0
9970,2006.0
9971,1998.0
9972,2011.0
9973,2013.0
9974,2013.0
9975,2008.0
9976,2008.0
9977,2011.0
9978,2009.0
9979,2007.0
9980,1995.0
9981,2007.0
9982,2007.0
9984,2011.0
9985,2007.0
9986,2009.0
9987,1994.0
9988,2002.0
9989,2010.0
9990,2002.0
9991,2015.0
9992,2002.0
9993,2011.0
9994,2005.0
9995,2016.0
9996,2003.0
9997,2008.0
9998,2001.0
9999,2008.0
10000,2012.0
10001,2000.0
10002,2009.0
10003,2010.0
10004,2004.0
10005,2002.0
10006,1995.0
10007,2001.0
10008,2008.0
10009,2000.0
10010,2004.0
10011,2003.0
10012,2006.0
10013,2008.0
10014,2011.0
10015,2005.0
10016,2010.0
10017,2008.0
10018,2005.0
10019,2006.0
10020,2007.0
10021,2002.0
10022,2002.0
10023,1998.0
10024,2004.0
10025,2012.0
10026,2011.0
10027,2007.0
10028,2002.0
10029,2006.0
10030,2005.0
10031,2015.0
10032,2008.0
10033,2009.0
10034,2009.0
10035,2004.0
10036,2007.0
10037,2012.0
10038,1994.0
10039,2006.0
10040,2016.0
10041,2010.0
10042,2016.0
10043,2005.0
10044,2002.0
10045,1999.0
10046,2007.0
10048,2005.0
10049,2016.0
10050,2008.0
10051,2004.0
10052,2004.0
10053,1998.0
10054,2010.0
10055,2014.0
10056,2003.0
10057,2003.0
10058,2009.0
10059,2014.0
10060,2013.0
10061,2010.0
10062,2007.0
10063,2010.0
10064,2008.0
10065,2009.0
10066,2000.0
10067,2005.0
10068,1999.0
10069,2009.0
10070,2010.0
10071,2005.0
10072,2003.0
10073,2004.0
10074,2014.0
10075,2010.0
10076,2010.0
10077,2002.0
10078,2007.0
10079,2011.0
10080,2009.0
10081,2006.0
10082,2008.0
10083,2000.0
10084,1997.0
10085,2011.0
10086,2003.0
10087,1998.0
10088,2015.0
10089,2007.0
10090,2009.0
10091,1994.0
10092,2005.0
10093,2009.0
10094,2011.0
10095,1996.0
10096,2005.0
10097,2011.0
10098,2007.0
10099,2005.0
10100,2014.0
10101,2010.0
10102,2011.0
10103,2009.0
10104,2009.0
10105,2006.0
10106,2010.0
10107,2008.0
10108,2007.0
10109,2011.0
10110,2010.0
10111,2002.0
10112,2002.0
10113,2011.0
10114,2015.0
10115,2006.0
10116,2009.0
10117,2002.0
10118,2009.0
10119,2010.0
10120,2008.0
10121,2015.0
10122,2002.0
10123,2009.0
10124,2005.0
10125,2014.0
10126,1999.0
10127,2002.0
10128,2011.0
10129,2012.0
10130,2005.0
10131,2002.0
10132,2005.0
10133,2007.0
10134,2004.0
10135,2002.0
10136,2007.0
10137,2011.0
10138,2009.0
10139,2005.0
10140,2013.0
10141,2011.0
10142,2007.0
10143,2010.0
10144,1995.0
10145,2007.0
10146,2004.0
10147,2010.0
10148,2008.0
10149,2002.0
10150,2003.0
10151,2011.0
10152,2002.0
10153,2002.0
10154,2015.0
10155,2009.0
10156,2007.0
10157,2002.0
10158,2016.0
10159,2007.0
10160,2011.0
10161,2011.0
10162,2002.0
10163,2007.0
10164,2008.0
10165,2008.0
10166,2008.0
10167,2015.0
10168,2011.0
10169,2006.0
10170,2011.0
10171,2007.0
10172,2005.0
10173,2003.0
10174,2008.0
10175,2002.0
10176,2009.0
10177,2013.0
10178,1997.0
10179,2011.0
10180,2004.0
10181,2011.0
10182,2008.0
10183,2007.0
10184,2010.0
10185,2008.0
10186,2011.0
10187,2005.0
10188,2009.0
10189,2011.0
10190,2006.0
10191,2003.0
10192,2006.0
10193,2007.0
10194,2003.0
10195,2005.0
10196,2011.0
10197,2006.0
10198,2006.0
10199,2008.0
10200,2007.0
10201,2002.0
10202,2003.0
10203,2008.0
10204,2011.0
10205,2011.0
10206,2011.0
10207,2005.0
10208,2006.0
10209,2009.0
10210,2006.0
10211,2008.0
10212,2011.0
10213,2010.0
10214,2013.0
10215,2003.0
10216,1996.0
10217,1998.0
10218,1999.0
10219,1999.0
10220,1999.0
10221,1997.0
10222,1999.0
10223,1997.0
10224,2000.0
10225,1999.0
10226,2014.0
10227,2009.0
10228,2014.0
10229,2010.0
10230,2009.0
10231,1996.0
10232,2002.0
10233,2016.0
10234,2014.0
10235,2000.0
10236,2007.0
10237,2011.0
10238,2015.0
10239,2002.0
10240,2011.0
10241,2011.0
10242,1999.0
10243,2005.0
10244,2012.0
10245,2007.0
10246,2004.0
10247,2009.0
10248,2011.0
10249,1997.0
10250,2004.0
10251,2009.0
10252,2006.0
10253,2011.0
10254,2009.0
10255,2002.0
10256,2003.0
10257,2002.0
10258,1999.0
10259,1997.0
10260,2013.0
10261,1993.0
10262,2005.0
10263,2006.0
10264,2009.0
10265,2008.0
10266,2016.0
10267,1997.0
10268,2011.0
10269,2008.0
10270,2013.0
10271,2002.0
10272,2009.0
10273,2000.0
10275,2009.0
10276,2012.0
10277,2010.0
10278,2005.0
10279,2005.0
10280,2009.0
10281,2003.0
10282,2005.0
10283,1996.0
10284,2004.0
10285,2016.0
10286,2009.0
10287,2002.0
10288,2009.0
10289,2004.0
10290,2002.0
10291,2005.0
10292,2013.0
10293,2009.0
10294,2006.0
10295,2001.0
10296,2009.0
10297,2007.0
10298,2009.0
10299,2015.0
10300,2011.0
10301,2004.0
10302,2011.0
10303,2003.0
10304,2009.0
10305,2009.0
10306,2007.0
10307,2008.0
10308,2014.0
10309,2011.0
10310,2003.0
10311,1994.0
10312,2015.0
10313,1997.0
10314,2000.0
10315,2010.0
10316,1997.0
10317,1999.0
10318,2004.0
10319,2009.0
10320,2015.0
10321,2007.0
10322,2006.0
10323,2007.0
10324,2008.0
10325,2011.0
10326,2010.0
10327,1999.0
10328,2013.0
10329,2009.0
10330,2007.0
10331,2014.0
10332,2006.0
10333,1993.0
10334,2007.0
10335,2012.0
10336,2008.0
10337,2013.0
10338,1995.0
10339,2005.0
10340,1996.0
10341,2009.0
